pl_name,sy_snum,pl_orbper,pl_rade,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_kmag,sy_umag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_kepmag,target
K2-117 c,1.0,5.44482,2.03,2457143.56,0.0,0.12342,1.6940160000000002,3842.12,0.491598,0.582006,133.85574999999997,10.469216666666666,11.5489,18.0583,101.632,9.81066,16.129,10.589,18.0974,10.489,10.44,10.334,8.9,13.8012,13.905,1
K2-117 c,1.0,5.444017,2.06,2457143.5663,0.0,0.12342,1.6940160000000002,3778.0,0.51,0.54,133.85574999999997,10.469216666666666,11.5489,18.0583,101.632,9.81066,16.129,10.589,18.0974,10.489,10.44,10.334,8.9,13.8012,13.905,1
K2-118 b,1.0,50.92092,2.54,2457160.473,0.0,0.1086999999999999,4.80432,4726.29,0.734626,0.756446,132.126875,15.655897222222222,-7.56004,-19.5663,321.722,3.07977,15.032,11.654,16.6967,11.628,11.703,11.821,8.692,13.7484,13.727,1
K2-119 b,1.0,7.728578,2.29,2457148.826,0.0,0.1034799999999999,2.45904,4752.8,0.679343,0.762669,132.00987500000002,16.901766666666663,30.032,-22.4376,365.581,2.70677,15.974,12.174,17.8786,12.119,12.174,12.179,8.791,14.5103,14.489,1
K2-119 b,1.0,7.727574,2.6,2457148.83071,0.0,0.08614,2.8392,4830.36,0.71,0.7973096,132.00987500000002,16.901766666666663,30.032,-22.4376,365.581,2.70677,15.974,12.174,17.8786,12.119,12.174,12.179,8.791,14.5103,14.489,1
K2-119 b,1.0,7.727283,2.53,2457148.83106,0.0,0.10348,2.45904,4740.0,0.71,0.76,132.00987500000002,16.901766666666663,30.032,-22.4376,365.581,2.70677,15.974,12.174,17.8786,12.119,12.174,12.179,8.791,14.5103,14.489,1
K2-12 b,1.0,8.28176,2.72,2456815.3743,0.0,0.087,4.18,6177.0,1.31,1.18,173.19191666666669,2.244680555555556,-35.1205,-47.87,326.381,3.0362,12.96,10.605,15.205,10.582,10.631,10.589,8.982,12.0884,12.137,1
K2-12 b,1.0,8.282455,2.18823473,2456815.37005,0.0,0.087,4.3344,5663.0,1.005112,0.935733,173.19191666666669,2.244680555555556,-35.1205,-47.87,326.381,3.0362,12.96,10.605,15.205,10.582,10.631,10.589,8.982,12.0884,12.137,1
K2-12 b,1.0,8.28246,2.44,2456815.3701,0.0,0.087,4.3344,5672.0,1.117,0.965,173.19191666666669,2.244680555555556,-35.1205,-47.87,326.381,3.0362,12.96,10.605,15.205,10.582,10.631,10.589,8.982,12.0884,12.137,1
K2-121 b,1.0,5.185759,7.64369371,2457143.56048,0.0,0.3796,2.01216,4695.0,0.686484,0.72709,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-121 b,1.0,5.185743,7.7,2457143.56054,0.0,0.7523,2.0304,4653.12,0.71,0.723418,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-121 b,1.0,5.185738,7.16,2457143.5607,0.0,0.3796,2.01216,4526.0,0.675,0.71,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-121 b,1.0,5.185754,9.12,2457143.561,0.0,0.3796,2.01216,4471.38,0.768,0.711514,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-121 b,1.0,5.1857539,7.52,2457143.5605812,0.0,0.55858,2.01216,4690.0,0.67,0.69,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-121 b,1.0,5.1857532,2.6958,2458092.553641,0.0,20.816900000000004,2.17232,4471.38,0.768,0.711514,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-121 b,1.0,5.185761,7.5,2457143.56042,0.0,0.3796,2.01216,4551.0,0.68,0.72,126.93666666666664,17.579327777777777,-13.8705,-14.7119,169.398,5.87462,14.36,10.616,16.6768,10.549,10.612,10.533,8.299,12.9247,12.935,1
K2-122 b,2.0,2.2193023,1.16,2457141.8300469,0.0,0.2142,1.84992,4009.0,0.59,0.63,126.47620833333332,20.35933888888889,-21.9332,-53.5685,72.0444,13.8516,14.588,9.275,16.5733,9.168,9.222,9.108,8.388,12.3708,12.466,1
K2-122 b,2.0,2.219315,1.22,2457139.60981,0.0,0.2142,1.84992,3903.0,0.612,0.644,126.47620833333332,20.35933888888889,-21.9332,-53.5685,72.0444,13.8516,14.588,9.275,16.5733,9.168,9.222,9.108,8.388,12.3708,12.466,1
K2-122 b,2.0,2.219405,1.28,2457144.048,0.0,0.2142,1.84992,3993.36,0.590802,0.629589,126.47620833333332,20.35933888888889,-21.9332,-53.5685,72.0444,13.8516,14.588,9.275,16.5733,9.168,9.222,9.108,8.388,12.3708,12.466,1
K2-122 b,2.0,2.219282,1.21,2457144.05009,0.0,0.2142,1.84992,4027.0,0.6,0.62,126.47620833333332,20.35933888888889,-21.9332,-53.5685,72.0444,13.8516,14.588,9.275,16.5733,9.168,9.222,9.108,8.388,12.3708,12.466,1
K2-122 b,2.0,2.219225,1.3,2457144.05114,0.0,0.08026,1.2696,3928.672,0.63,0.6156298,126.47620833333332,20.35933888888889,-21.9332,-53.5685,72.0444,13.8516,14.588,9.275,16.5733,9.168,9.222,9.108,8.388,12.3708,12.466,1
K2-124 b,1.0,6.413766,3.03,2457142.18031,0.0,0.20102,1.98528,3560.0,0.41,0.43,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
K2-124 b,1.0,6.413539,2.64,2457142.183,0.0,0.20102,1.98528,3560.7,0.344292,0.436372,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
K2-124 b,1.0,6.413718,2.6,2457142.18061,0.0,0.2524,1.7496,3593.1400000000003,0.35,0.4296846,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
K2-124 b,1.0,6.413651,2.9,2457142.18106,0.0,0.20102,1.68,3570.0,0.388,0.39,133.64104166666667,23.13295,-30.2741,12.4322,140.385,7.09527,18.427,11.975,20.0203,11.846,11.704,11.448,8.916,15.4618,15.105,1
K2-133 b,1.0,3.07133,1.34,2457821.315,0.0,0.10274,1.86,3655.0,0.455,0.461,70.149375,25.00981388888889,185.658,-46.3627,75.1703,13.2743,15.394,10.279,17.2832,10.173,10.072,9.991,8.586,13.3245,13.327,1
K2-133 c,1.0,4.86784,1.603,2457823.7686,0.0,0.10274,1.86,3655.0,0.455,0.461,70.149375,25.00981388888889,185.658,-46.3627,75.1703,13.2743,15.394,10.279,17.2832,10.173,10.072,9.991,8.586,13.3245,13.327,1
K2-133 d,1.0,11.02454,2.003,2457826.1709,0.0,0.10274,1.86,3655.0,0.455,0.461,70.149375,25.00981388888889,185.658,-46.3627,75.1703,13.2743,15.394,10.279,17.2832,10.173,10.072,9.991,8.586,13.3245,13.327,1
K2-136 b,2.0,7.9757,1.05,2457825.7295,0.0,0.1036999999999999,3.1398,4359.0,0.723,0.686,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 b,2.0,7.9752,1.014,2457817.7563,0.0,0.106,2.67,4500.0,0.677,0.742,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 b,2.0,7.975292,0.99,2457817.75631,0.0,0.106,2.54,4499.0,0.66,0.74,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 c,2.0,17.30681,3.14,2457830.02487,0.0,0.1036999999999999,3.1398,4359.0,0.723,0.686,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 c,2.0,17.307137,2.91,2457812.7177,0.0,0.1129999999999999,3.45,4499.0,0.66,0.74,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 c,2.0,17.30713,3.0,2457812.7177,0.0,0.1129999999999999,3.449,4500.0,0.677,0.742,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 c,2.0,17.3077,3.03,2457830.0235,0.0,0.1036999999999999,3.59,4364.0,0.71,0.71,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 c,2.0,17.307013,1.9520000000000004,2457864.6389,0.0,0.1129999999999999,3.1398,4364.0,0.71,0.71,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 d,2.0,25.575065,1.45,2457780.81164,0.0,0.1036999999999999,3.12,4499.0,0.66,0.74,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 d,2.0,25.575,1.565,2457780.8117,0.0,0.1036999999999999,3.04,4500.0,0.677,0.742,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-136 d,2.0,25.5715,1.55,2457831.961,0.0,0.1036999999999999,3.1398,4359.0,0.723,0.686,67.412875,22.882566666666666,82.8742,-35.6171,59.2474,16.8497,12.479,8.368,16.2738,8.273,8.35,8.302,8.112001,10.8545,10.771,1
K2-138 b,1.0,2.35309,1.51,2457773.31683,0.0,0.3165199999999999,2.01,5356.3,0.863,0.935,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 b,1.0,2.35321,1.49,2457740.3713,0.0,0.33468,1.947,5283.0,0.839,0.916,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 b,1.0,2.35322,1.57,2457773.317,0.0,0.3165199999999999,1.73,5378.0,0.86,0.93,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 c,1.0,3.56015,2.26,2457740.321,0.0,0.33468,2.339,5283.0,0.839,0.916,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 c,1.0,3.55987,2.52,2457740.3223,0.0,0.3165199999999999,2.329,5378.0,0.86,0.93,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 c,1.0,3.56004,2.299,2457740.32182,0.0,0.3165199999999999,2.38,5356.3,0.863,0.935,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 d,1.0,5.40484,2.46,2457743.1569,0.0,0.33468,2.764,5283.0,0.839,0.916,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 d,1.0,5.40478,2.66,2457743.1607,0.0,0.3165199999999999,2.97,5378.0,0.86,0.93,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 d,1.0,5.40479,2.39,2457743.15989,0.0,0.3165199999999999,2.7,5356.3,0.863,0.935,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 e,1.0,8.26146,3.39,2457740.64558,0.0,0.3165199999999999,2.97,5356.3,0.863,0.935,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 e,1.0,8.26144,3.29,2457740.6451,0.0,0.3165199999999999,3.063,5378.0,0.86,0.93,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 e,1.0,8.26147,3.11,2457740.6451,0.0,0.33468,2.967,5283.0,0.839,0.916,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 f,1.0,12.75759,2.81,2457738.7019,0.0,0.3165199999999999,3.19,5378.0,0.86,0.93,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 f,1.0,12.75758,2.904,2457738.70235,0.0,0.3165199999999999,3.2,5356.3,0.863,0.935,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 f,1.0,12.75758,2.73,2457738.7018,0.0,0.33468,3.243,5283.0,0.839,0.916,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 g,1.0,41.96797,3.013,2457773.86156,0.0,0.3165199999999999,4.75,5356.3,0.863,0.935,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-138 g,1.0,41.96645,3.18,2457773.8541,0.0,0.3165199999999999,4.035,5283.0,0.839,0.916,348.94904166666663,-10.84973888888889,-1.018,-10.5219,202.585,4.90795,13.063,10.305,15.0982,10.274,10.332,10.279,8.84,12.0252,12.069,1
K2-141 b,1.0,0.28,1.493,2457745.86088,0.0,0.12158,1.30304,4599.0,0.6862,0.706,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
K2-141 b,1.0,0.2803226,1.54,2457738.4654,0.0,0.0991,0.94,4373.0,0.674,0.662,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
K2-141 b,1.0,0.2803244,1.51,2457744.0716,0.0,0.34892,2.8,4570.0,0.681,0.708,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
K2-141 b,1.0,0.2803244,1.51,2457744.0716,0.0,0.34892,2.396,4599.0,0.681,0.708,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
K2-141 c,1.0,7.7485,7.0,2457751.1546,0.0,0.34892,2.8,4570.0,0.681,0.708,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
K2-141 c,1.0,7.7485,7.0,2457751.1546,0.0,0.34892,2.8,4599.0,0.681,0.708,350.91704166666665,-1.1891833333333333,116.168,25.3584,61.8736,16.1332,12.139,8.401,15.6305,8.311,8.391,8.311,7.93,10.7217,10.619,1
K2-15 b,1.0,11.8097,2.84,2456811.8509,0.0,0.12628,2.52,5314.0,0.78,0.81,178.11058333333335,4.254663888888889,-49.1714,-21.2889,493.992,1.9959,15.49,12.495,17.3504,12.462,12.499,11.846,8.853,14.4237,14.403,1
K2-150 b,1.0,10.59357,2.0,2457391.96158,0.0,0.14614,1.49952,3499.0,0.436,0.457,18.344375,8.987433333333332,46.6903,-25.6336,102.483,9.7297,17.353,11.249,19.4436,11.117,11.024,10.814,9.221,14.815,14.847,1
K2-151 b,2.0,3.835476,1.49,2457395.23735,0.0,0.14614,1.5887999999999998,3695.0,0.45,0.47,19.304791666666663,9.501266666666666,55.3851,-29.0105,69.4798,14.3638,15.639,10.117,17.5194,9.967,9.877,9.843,8.766,13.3119,13.384,1
K2-151 b,2.0,3.835376,1.5,2457395.23812,0.0,0.14614,1.5408,3752.4,0.45,0.4054,19.304791666666663,9.501266666666666,55.3851,-29.0105,69.4798,14.3638,15.639,10.117,17.5194,9.967,9.877,9.843,8.766,13.3119,13.384,1
K2-151 b,2.0,3.835592,1.35,2457391.40166,0.0,0.14614,1.5887999999999998,3585.0,0.429,0.44,19.304791666666663,9.501266666666666,55.3851,-29.0105,69.4798,14.3638,15.639,10.117,17.5194,9.967,9.877,9.843,8.766,13.3119,13.384,1
K2-153 b,1.0,7.51554,2.0,2457580.91718,0.0,0.10666,2.65152,3720.0,0.495,0.512,183.808875,2.0208777777777778,-75.2591,-16.0984,143.125,6.95835,16.437,11.207,18.4272,11.101,11.046,11.019,8.689,14.2706,14.331,1
K2-154 b,1.0,3.67635,2.23,2457581.37866,0.0,0.1186,2.534,3978.0,0.649,0.672,189.0015,-2.669622222222222,0.750321,-34.5675,129.356,7.70175,15.435,10.368,17.4976,10.284,10.354,10.15,8.114,13.3173,13.351,1
K2-154 c,1.0,7.95478,2.1,2457576.38098,0.0,0.17624,2.534,3978.0,0.649,0.672,189.0015,-2.669622222222222,0.750321,-34.5675,129.356,7.70175,15.435,10.368,17.4976,10.284,10.354,10.15,8.114,13.3173,13.351,1
K2-155 b,1.0,6.34365,1.55,2457818.7153,0.0,0.1049999999999999,1.86,3919.0,0.526,0.54,65.469625,21.35326388888889,200.606,-76.7629,72.7998,13.7077,14.073,9.496,16.2529,9.435,9.404,9.343,8.317,12.2528,12.656,1
K2-155 c,1.0,13.85402,1.95,2457814.5643,0.0,0.105,1.86,3919.0,0.526,0.54,65.469625,21.35326388888889,200.606,-76.7629,72.7998,13.7077,14.073,9.496,16.2529,9.435,9.404,9.343,8.317,12.2528,12.656,1
K2-155 c,1.0,13.853487,1.6740000000000002,2457994.66467,0.0,6.46792,1.4663999999999997,3919.0,0.526,0.54,65.469625,21.35326388888889,200.606,-76.7629,72.7998,13.7077,14.073,9.496,16.2529,9.435,9.404,9.343,8.317,12.2528,12.656,1
K2-155 d,1.0,40.6835,1.64,2457782.8324,0.0,0.105,1.86,3919.0,0.526,0.54,65.469625,21.35326388888889,200.606,-76.7629,72.7998,13.7077,14.073,9.496,16.2529,9.435,9.404,9.343,8.317,12.2528,12.656,1
K2-159 b,1.0,12.421078,2.20753881,2457586.51467,0.0,0.13696,3.02504,5419.0,0.829915,0.8857,180.540875,-3.580905555555556,-1.36163,-26.508,170.998,5.81967,12.571,9.978,14.5825,9.947,9.993,10.033,8.378,11.6397,11.729,1
K2-160 b,1.0,3.705871,3.17824034,2457585.66638,0.0,0.63148,2.67208,5649.0,0.913754,0.982829,184.0545,-3.5530888888888885,-16.0511,0.362199,315.363,3.14279,13.303,11.037,15.0877,10.943,10.994,10.893,8.562,12.542,12.486,1
K2-161 b,1.0,9.283188,6.11721229,2457587.84755,0.0,0.20906,4.33728,4972.0,2.568173,0.986876,183.7938333333333,-3.495691666666666,-0.384758,-16.3933,916.319,1.0626,13.582,10.261,15.7217,10.188,10.263,10.279,8.618,12.3574,12.358,1
K2-162 b,1.0,9.457747,1.48630496,2457583.90887,0.0,0.103338,2.78032,4885.0,0.725626,0.776634,186.038375,-1.1114777777777778,-63.1682,-30.235,124.433,8.00776,13.31,9.898,15.3837,9.753,9.819,9.701,8.609,11.9662,11.961,1
K2-163 b,1.0,6.673117,2.46610713,2457582.84838,0.0,0.0864979999999999,3.1135840000000004,4937.0,0.762201,0.826112,182.32925,-0.5393416666666666,-18.3226,-67.2633,208.529,4.76941,14.128,10.627,16.3231,10.604,10.683,10.588,8.382,12.8062,12.819,1
K2-165 b,1.0,2.354992,1.27443657,2457584.48273,0.0,0.4532999999999999,2.628904,5185.0,0.803827,0.834847,184.9005,0.9683277777777778,29.1684,-14.5896,134.591,7.40188,12.451,9.536,14.6935,9.488,9.557,9.486,8.002,11.3272,11.415,1
K2-165 c,1.0,4.382745,1.55409035,2457584.21311,0.0,0.4532999999999999,2.628904,5185.0,0.803827,0.834847,184.9005,0.9683277777777778,29.1684,-14.5896,134.591,7.40188,12.451,9.536,14.6935,9.488,9.557,9.486,8.002,11.3272,11.415,1
K2-165 d,1.0,14.101361,2.64809498,2457586.7581,0.0,0.4532999999999999,2.8629040000000003,5185.0,0.803827,0.834847,184.9005,0.9683277777777778,29.1684,-14.5896,134.591,7.40188,12.451,9.536,14.6935,9.488,9.557,9.486,8.002,11.3272,11.415,1
K2-166 b,1.0,8.527219,1.82322896,2457586.76683,0.0,0.3607999999999999,3.67488,5922.0,1.196219,1.072665,185.1880833333333,2.2823777777777776,-47.365,-14.8821,476.882,2.06877,12.64,10.637,14.8068,10.615,10.666,10.647,8.375,11.9456,11.964,1
K2-17 b,1.0,17.9654,1.53,2456817.9525,0.0,0.1801999999999999,2.76,4102.0,0.478,0.532,178.32966666666664,6.412316666666667,-24.0956,15.3214,125.106,7.96463,14.811,10.308,16.781,10.216,10.264,10.122,8.658,13.0023,12.997,1
K2-17 b,1.0,17.969079,1.94750799,2456817.94377,0.0,0.1807599999999999,2.2464,4382.0,0.600869,0.624878,178.32966666666664,6.412316666666667,-24.0956,15.3214,125.106,7.96463,14.811,10.308,16.781,10.216,10.264,10.122,8.658,13.0023,12.997,1
K2-17 b,1.0,17.969029,2.03,2456817.944,0.0,0.1802,2.3808,4118.41,0.626014,0.657836,178.32966666666664,6.412316666666667,-24.0956,15.3214,125.106,7.96463,14.811,10.308,16.781,10.216,10.264,10.122,8.658,13.0023,12.997,1
K2-173 b,1.0,5.868699,1.60826194,2457067.14113,0.0,0.08226,3.2578000000000005,5580.0,0.843154,0.881538,60.37525,15.625130555555556,64.8875,19.4674,228.641,4.34511,13.262,10.299,15.4793,10.214,10.245,10.134,8.909,12.1848,12.106,1
K2-18 b,1.0,32.94112,2.461,2456836.17187,0.0,0.26276,2.6472,3449.0,0.468,0.32,172.560125,7.587830555555556,-80.3765,-133.142,38.0266,26.2686,14.991,8.899,16.7222,8.769,8.668,8.552,8.587,12.4154,12.473,1
K2-18 b,1.0,32.9418,2.28,2456836.1719,0.0,0.26526,2.682,3496.0,0.4,0.42,172.560125,7.587830555555556,-80.3765,-133.142,38.0266,26.2686,14.991,8.899,16.7222,8.769,8.668,8.552,8.587,12.4154,12.473,1
K2-18 b,1.0,32.939623,2.37,2457264.39144,0.0,0.605474,2.1742,3457.0,0.411,0.359,172.560125,7.587830555555556,-80.3765,-133.142,38.0266,26.2686,14.991,8.899,16.7222,8.769,8.668,8.552,8.587,12.4154,12.473,1
K2-18 b,1.0,32.940045,2.61,2457725.551189,0.0,0.0772,1.9705600000000003,3457.0,0.4445,0.4951,172.560125,7.587830555555556,-80.3765,-133.142,38.0266,26.2686,14.991,8.899,16.7222,8.769,8.668,8.552,8.587,12.4154,12.473,1
K2-18 b,1.0,32.93963,2.38,2457264.39157,0.0,0.605474,2.1742,3457.0,0.411,0.359,172.560125,7.587830555555556,-80.3765,-133.142,38.0266,26.2686,14.991,8.899,16.7222,8.769,8.668,8.552,8.587,12.4154,12.473,1
K2-18 b,1.0,32.939614,2.279,2457264.39144,0.0,0.605474,2.663,3457.0,0.411,0.359,172.560125,7.587830555555556,-80.3765,-133.142,38.0266,26.2686,14.991,8.899,16.7222,8.769,8.668,8.552,8.587,12.4154,12.473,1
K2-180 b,1.0,8.867259,4.4,2457143.35797,0.0,0.1274799999999999,0.3,5292.2,0.65,0.7540644,126.464375,10.246577777777777,97.0976,-89.3328,203.896,4.87598,13.334,10.677,15.2991,10.619,10.667,10.599,8.927,12.4039,12.393,1
K2-180 b,1.0,8.865932,2.41012773,2457143.3955,0.0,0.05538,3.355008,5263.0,0.681111,0.730322,126.464375,10.246577777777777,97.0976,-89.3328,203.896,4.87598,13.334,10.677,15.2991,10.619,10.667,10.599,8.927,12.4039,12.393,1
K2-180 b,1.0,8.8656511,2.52,2457143.3959512,0.0,0.05538,2.882784,5306.0,0.72,0.72,126.464375,10.246577777777777,97.0976,-89.3328,203.896,4.87598,13.334,10.677,15.2991,10.619,10.667,10.599,8.927,12.4039,12.393,1
K2-180 b,1.0,8.867209,2.31,2457143.38934,0.0,0.05538,3.034176,5358.0,0.72,0.72,126.464375,10.246577777777777,97.0976,-89.3328,203.896,4.87598,13.334,10.677,15.2991,10.619,10.667,10.599,8.927,12.4039,12.393,1
K2-180 b,1.0,8.8656,2.13,2457143.3945,0.0,0.0741,3.0944,5166.0,0.638,0.67,126.464375,10.246577777777777,97.0976,-89.3328,203.896,4.87598,13.334,10.677,15.2991,10.619,10.667,10.599,8.927,12.4039,12.393,1
K2-181 b,1.0,6.894252,2.70624391,2457143.79355,0.0,0.07718,2.61584,5609.0,0.999244,1.043879,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
K2-181 b,1.0,6.894287,2.8,2457143.79266,0.0,0.07794,2.4408,5578.2,1.11,0.9919758,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
K2-181 b,1.0,6.8941,2.69,2457143.7948,0.0,0.10348,2.45904,5528.0,1.06,0.96,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
K2-181 b,1.0,6.894256,2.84,2457143.79263,0.0,0.07718,2.61584,5608.0,1.07,0.99,127.554125,10.910144444444445,16.9173,-33.2859,360.911,2.74245,13.502,11.026,15.2847,10.999,11.062,11.041,8.319,12.5618,12.637,1
K2-182 b,1.0,4.736834,2.9,2457141.2063,0.0,0.12982,2.5704,5173.24,0.82,0.8645992,130.18004166666665,10.98295,-65.1617,1.41652,154.83,6.43038,12.868,9.913,15.247,9.845,9.917,9.896,9.044,11.7202,11.742,1
K2-182 b,1.0,4.736837,2.76,2457141.20626,0.0,0.21562,2.539496,5165.0,0.8,0.88,130.18004166666665,10.98295,-65.1617,1.41652,154.83,6.43038,12.868,9.913,15.247,9.845,9.917,9.896,9.044,11.7202,11.742,1
