pl_name,sy_snum,pl_orbper,pl_rade,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_kmag,sy_umag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_kepmag,target
EPIC 201238110 b,1.0,28.1656,1.87,2456852.6572,0.0,0.2109,2.4724,4138.882,0.4811999999999999,0.41,179.70583333333337,-3.389461111111112,-25.1078,-12.4418,159.259,6.25088,17.881,11.933,19.7224,11.8,11.719,11.961,8.891,15.2612,14.904,1
EPIC 201247497.01,1.0,2.75391,3.78,2456810.9031,0.0,0.44888,1.0296,3918.0,0.436,0.7097422,177.94645833333334,-3.2460194444444443,-20.9618,10.9812,793.131,1.23644,18.876,13.748,20.5699,13.734,13.669,12.497,8.804,16.7664,16.77,0
EPIC 201257461.01,1.0,50.27762,209.52,2456828.3735,0.0,1.2228,7.3464,5141.0,10.96,0.936,178.161125,-3.0949083333333336,-7.91616,-1.91747,829.248,1.1772,12.883,9.368,15.4938,9.284,9.386,9.284,8.319,11.5044,11.511,2
EPIC 201264302.01,1.0,0.212194,0.77,2456812.40015,0.0,0.0830399999999999,1.7696,3299.0,0.26,0.3616028,169.597125,-2.9913972222222225,-166.05,52.5138,71.8937,13.8807,16.351,10.357,18.1725,10.233,10.108,9.973,8.449,13.8198,13.879,0
EPIC 201299088.01,1.0,21.204739,9.11013939,2457600.34291,0.0,0.63378,3.75632,5154.0,1.761722,0.9194,182.204625,-2.464613888888889,-17.2604,-21.0775,573.991,1.71487,12.866,9.8,14.8889,9.749,9.81,9.789,8.261,11.7673,11.751,0
EPIC 201324549.01,1.0,2.519334,3.91,2456809.99353,0.0,0.12628,1.54512,6283.0,1.45,0.976,171.23595833333331,-2.0851583333333337,7.0,3.0,476.884,2.155302,12.624,10.89,14.8406,10.88,10.906,11.015,9.024,12.1049,12.146,2
EPIC 201352100.01,1.0,13.383629,2.87289326,2457594.79204,0.0,0.34442,2.8629040000000003,5216.0,0.815235,0.8565082,184.035125,-1.673761111111111,-36.3597,-18.3732,194.195,5.12323,13.824,10.708,15.8354,10.653,10.697,10.607,8.075,12.6813,12.798,0
EPIC 201427007 b,1.0,0.72091,1.5,2457625.7943,0.0,0.20312,4.29232,5633.0,0.94,0.9999999999999998,184.60212500000003,-0.5512888888888889,-17.3534,3.88685,706.391,1.38704,15.081,12.581,16.4425,12.534,12.57,11.181,8.468,14.147,14.219,1
EPIC 201441872.01,1.0,4.441258,1.12422498,2456812.87129,0.0,0.7300880000000001,2.90304,5450.0,0.833852,0.93,173.60025,-0.3345694444444444,-39.409,2.31611,243.084,4.08569,12.294,10.484,14.5835,9.796,9.841,9.82,8.68,11.9904,12.088,0
EPIC 201456770.01,1.0,8.006875,2.384,2457586.039304,0.0,0.3330999999999999,2.5,5403.0,0.846,0.904,185.69741666666667,-0.1218833333333333,-9.3668,3.95999,511.581,1.92613,14.941,12.283,16.2225,12.265,12.28,11.619,9.003,13.9771,13.973,0
EPIC 201497682 b,1.0,2.13174,0.692,2456850.0263,0.0,0.10622,2.7364,4605.429999999999,0.6959264,0.78,168.93666666666667,0.4880611111111111,11.1495,-12.0384,253.026,3.92339,15.148,11.438,17.4868,11.376,11.449,11.354,8.878,13.7368,13.74,1
EPIC 201516974.01,1.0,36.7099,57.062,2456819.8056,0.0,0.9408999999999998,17.664,5069.12,5.33871,0.936,174.3145,0.7829861111111112,-5.19921,-37.5655,792.41,1.23319,12.496,9.270001,16.3078,9.162,9.233,9.181,8.526,11.2468,11.238,0
EPIC 201541160.01,1.0,15.695142,2.028,2457921.463551,0.0,0.1065999999999999,2.9,4270.0,0.625,0.743,163.05908333333335,1.154786111111111,14.8112,-156.657,197.438,5.03609,15.382,11.226,17.1301,11.158,11.199,11.025,8.755,13.7783,13.794,0
EPIC 201565013.01,1.0,8.63829,6.81,2456811.42754,0.0,1.0825400000000005,1.53192,3960.0,0.438,0.8523422,176.99208333333334,1.5102777777777778,-21.7589,1.17243,1338.23,0.699965,19.422,14.084,20.7976,13.938,13.874,12.121,8.922,16.8969,16.907,0
EPIC 201565013.01,1.0,8.6381,15.99,2456811.4284,0.0,1.0825400000000005,2.063424,3987.0,0.5,0.8523422,176.99208333333334,1.5102777777777778,-21.7589,1.17243,1338.23,0.699965,19.422,14.084,20.7976,13.938,13.874,12.121,8.922,16.8969,16.907,0
EPIC 201569483.01,1.0,5.79687,27.81,2456813.3135,0.0,0.061348,2.0904,5192.0,0.79,0.8572,167.1712083333333,1.57745,-16.4155,-9.24433,233.55,4.25315,12.604,9.883,14.7825,9.841,9.873,9.781,8.956,11.7062,11.771,2
EPIC 201595106 b,1.0,0.877214,1.3,2457608.48962,0.0,0.89872,3.0028,5820.0,0.93,0.9739658,183.720375,1.9681694444444449,6.09669,-24.2468,232.1,4.28034,12.481,10.218,14.6843,10.158,10.218,10.086,8.424,11.6477,11.678,1
EPIC 201595106 b,1.0,0.87724,1.565,2457583.04429,0.0,0.59912,2.6604,5679.0,0.98,0.958,183.720375,1.9681694444444449,6.09669,-24.2468,232.1,4.28034,12.481,10.218,14.6843,10.158,10.218,10.086,8.424,11.6477,11.678,1
EPIC 201595106 b,1.0,0.877183,1.40575209,2457583.04538,0.0,0.5968600000000001,2.6604,5705.0,0.932487,0.9565658,183.720375,1.9681694444444449,6.09669,-24.2468,232.1,4.28034,12.481,10.218,14.6843,10.158,10.218,10.086,8.424,11.6477,11.678,1
EPIC 201606542.01,1.0,0.444372,1.22,2456817.74445,0.0,0.070328,2.17296,5540.0,0.82,0.8625999999999999,170.31179166666666,2.1443777777777777,-17.1498,-8.99703,254.555,3.9,12.997,10.191,14.9014,10.136,10.184,10.047,8.569,11.9479,11.923,0
EPIC 201615463 c,1.0,3.80464,1.22,2457621.2227,0.0,0.048504,3.2743200000000003,5700.2,1.108826,1.073,185.1880833333333,2.2823777777777776,-47.365,-14.8821,476.882,2.06877,12.64,10.637,14.8068,10.615,10.666,10.647,8.375,11.9456,11.964,1
EPIC 201617985.01,1.0,7.28161,1.78,2456812.6366,0.0,0.18416,1.8028,3742.0,0.49,0.5645749999999999,179.49149999999997,2.321497222222222,-34.6085,5.52725,126.182,7.89647,16.342,10.9,18.332,10.748,10.715,10.782,8.804,14.0514,14.11,0
EPIC 201617985.01,1.0,7.28116,1.79,2456812.641,0.0,0.18416,2.2108,3726.0,0.541438,0.537488,179.49149999999997,2.321497222222222,-34.6085,5.52725,126.182,7.89647,16.342,10.9,18.332,10.748,10.715,10.782,8.804,14.0514,14.11,0
EPIC 201617985.01,1.0,7.28138,17.0,2456812.6399,0.0,0.17696,1.32,3784.0,0.399,0.5705749999999999,179.49149999999997,2.321497222222222,-34.6085,5.52725,126.182,7.89647,16.342,10.9,18.332,10.748,10.715,10.782,8.804,14.0514,14.11,0
EPIC 201631267.01,1.0,440.0,16.3,2456829.674,0.0,0.94056,3.16896,4600.0,0.85,1.1468425999999998,173.69641666666666,2.527066666666667,-22.791,0.125909,1217.96,0.785599,14.009,10.734,15.8143,10.677,10.751,10.495,8.772,12.771,12.78,0
EPIC 201635132.01,1.0,30.0,22.8,2456826.985,0.0,0.726948,2.8728,3400.0,0.89,0.4536028,170.13275000000002,2.5869194444444448,-50.3466,-18.3711,229.954,4.32046,17.258,12.111,19.3005,11.958,11.906,11.537,9.0,15.0949,15.143,0
EPIC 201639576.01,1.0,7.655533,2.328,2457910.083781,0.0,30.42462,3.0,5114.0,0.751,1.004,166.060375,2.655788888888889,12.735,-13.5006,495.707,1.98921,15.541,12.55,16.899,12.514,12.579,11.848,8.972,14.4478,14.495,0
EPIC 201649426.01,1.0,27.77045,32.79,2456821.3482,0.0,0.10224,2.44072,5086.0,8.15,0.74,177.234375,2.8075638888888887,27.2596,-12.5112,252.383,3.93349,14.575,10.941,16.2572,10.879,10.906,10.855,8.928001,13.2049,13.223,2
EPIC 201702477.01,1.0,40.7302,7.8,2456811.5691,0.0,0.94212,2.6496,5840.0,0.98,1.0592,175.24075,3.6815416666666665,-5.47852,-6.49615,835.716,1.16754,15.272,12.766,16.3124,12.814,12.84,11.756,8.576,14.391,14.43,0
EPIC 201702477.01,1.0,40.7362,7.28,2456811.5455,0.0,0.94312,5.32992,5618.0,0.85,1.0532,175.24075,3.6815416666666665,-5.47852,-6.49615,835.716,1.16754,15.272,12.766,16.3124,12.814,12.84,11.756,8.576,14.391,14.43,0
EPIC 201720401.01,1.0,6340.0,12.8,2456816.314,0.0,0.4358000000000001,6.4171,4800.0,0.88,0.089,179.1665,3.9864361111111113,-2.7149,-1.56889,2864.21,0.300129,15.783,12.755,17.0729,12.676,12.724,12.412,8.838,14.6744,14.74,0
EPIC 201779067.01,1.0,27.24273,31.73,2456820.2601,0.0,0.8424399999999999,2.9587200000000005,6166.0,0.92,0.976,168.54279166666663,4.9881166666666665,22.3055,0.782957,499.583,1.97368,11.652,9.802,14.0297,9.74,9.769,9.739,8.807,11.1348,11.119,2
EPIC 201892470.01,1.0,2790.0,12.2,2456889.11,0.0,1.0026800000000002,8.84688,5100.0,0.93,0.4654,170.99691666666666,7.164947222222223,-55.1007,-1.70044,409.502,2.41389,12.403,9.89,15.0753,9.821,9.844,9.899,8.386,11.5629,11.587,0
EPIC 201920032.01,1.0,28.2692,3.35,2456833.2041,0.0,0.08142,4.2504,5631.0,1.29,0.9538521999999998,174.10670833333333,7.7529972222222225,-45.4422,-23.9172,399.976,2.47214,13.781,11.364,15.2782,11.327,11.365,11.245,8.981,12.9033,12.89,0
EPIC 201920032.01,1.0,28.271761,2.7100633,2456833.2014,0.0,0.08556,3.2552,5548.0,0.933556,0.8940680000000001,174.10670833333333,7.7529972222222225,-45.4422,-23.9172,399.976,2.47214,13.781,11.364,15.2782,11.327,11.365,11.245,8.981,12.9033,12.89,0
EPIC 201920032.01,1.0,28.2717,2.6000126599999995,2456833.2058,0.0,0.08556,4.104,5564.0,1.02594,0.98,174.10670833333333,7.7529972222222225,-45.4422,-23.9172,399.976,2.47214,13.781,11.364,15.2782,11.327,11.365,11.245,8.981,12.9033,12.89,0
EPIC 201929294.01,1.0,4.6258702,11.347102777999998,2457526.50395,0.0,8.951260000000001,1.764096,4786.0,0.7,1.0662,174.65695833333334,7.959563888888889,-4.39378,-10.1214,2140.25,0.426012,14.325,10.798,16.1121,10.726,10.779,10.673,9.046,13.0277,12.972,2
EPIC 202071289.01,1.0,3.04622,29.0,2456768.2628,0.0,1.5528799999999998,2.5488,5529.0,0.89,0.8844,95.18308333333331,24.90426111111111,2.29448,-14.3662,264.567,3.75842,11.666,9.259,14.5074,9.237001,9.251,9.162,8.829001,10.8766,11.0,0
EPIC 202089657.01,1.0,1.314437,3.09990986,2456772.77582,0.0,0.0686,1.76208,6009.0,1.472064,0.934,91.45358333333331,23.484519444444445,2.06487,-6.43509,391.428,2.52688,11.598,10.266,14.391,10.237,10.258,10.315,8.271,11.5156,11.6,0
EPIC 202126887.01,1.0,12.86772,71.0,2456777.23945,0.0,0.9409,3.08088,6861.0,1.79,0.8761999999999999,99.38054166666667,26.78645,6.16688,-14.3676,760.324,1.2871,13.558,11.629,14.773,11.413,11.493,10.921,8.098,12.9556,13.0,2
EPIC 206169375.01,1.0,0.367453,2.55,2457004.52447,0.0,0.05414,2.85384,6167.0,0.95,1.1254035999999998,344.0163333333333,-10.332313888888889,5.19302,-5.97793,521.311,1.88997,13.0,11.284,14.4736,11.17,11.19,11.21,8.745,12.5502,12.559,0
EPIC 206169375.01,1.0,0.367473,3.55452348,2456979.53588,0.0,0.05836,3.81184,6060.0,1.26302,1.1254035999999998,344.0163333333333,-10.332313888888889,5.19302,-5.97793,521.311,1.88997,13.0,11.284,14.4736,11.17,11.19,11.21,8.745,12.5502,12.559,0
EPIC 206215704 b,1.0,2.25372,0.9,2457010.0005,0.0,0.14362,0.8326399999999999,4033.0,0.4267999999999999,0.407,335.0949583333333,-9.50971111111111,16.1136,-43.0331,109.888,9.0727,19.015,12.767,20.9776,12.58,12.404,11.544,8.803001,16.1722,15.598,1
EPIC 206215704 b,1.0,2.255436,1.0,2457010.0072,0.0,0.13644,1.3199999999999998,3297.0,0.25,0.409673,335.0949583333333,-9.50971111111111,16.1136,-43.0331,109.888,9.0727,19.015,12.767,20.9776,12.58,12.404,11.544,8.803001,16.1722,15.598,1
EPIC 206298289.01,1.0,0.434827,1.62,2456987.60012,0.0,0.13974,1.0484,3724.0,0.5,0.5210992,337.3577916666667,-8.266658333333334,26.263,3.93799,150.277,6.62731,16.889,11.395,18.686,11.264,11.209,11.162,8.944,14.6255,14.688,0
EPIC 206312951.01,1.0,1.53402,1.13,2456980.159,0.0,0.0711,1.50744,3698.0,0.520027,0.517496,337.085625,-8.041655555555556,138.791,-31.6282,144.943,6.87079,16.792,11.328,18.6794,11.207,11.157,10.696,8.167,14.5395,14.497,0
EPIC 206317286 b,1.0,1.58252,0.96,2457011.3327,0.0,0.05812,2.4916000000000005,5070.4,0.7192000000000001,0.711,337.6178333333333,-7.972455555555555,57.0952,-12.3937,314.35,3.15254,15.08,11.635,16.678,11.591,11.66,11.902,8.892,13.774,13.806,1
EPIC 206317286 c,1.0,17.515472,2.094,2456977.8215,0.0,0.1101799999999999,2.7356000000000003,4752.0,0.758,0.832,337.6178333333333,-7.972455555555555,57.0952,-12.3937,314.35,3.15254,15.08,11.635,16.678,11.591,11.66,11.902,8.892,13.774,13.806,1
EPIC 206403979.01,1.0,23.8039,12.0,2456982.3884,0.0,0.30684,2.58,4840.0,0.48,1.0682426,332.889375,-6.568569444444444,-0.272422,0.69237,1854.54,0.304326,15.0834,10.8248002,19.3608,10.733999999999998,10.773,10.7612,8.4038,18.6693,18.642,0
EPIC 206417197.01,1.0,0.442094,1.16,2457007.48414,0.0,0.0819,1.71584,5007.0,0.77,1.0598,337.13358333333326,-6.347588888888889,27.8284,-21.1909,294.895,3.36238,14.525,11.394,15.9684,11.353,11.395,10.869,8.901,13.3752,13.352,0
EPIC 206439513.01,1.0,18.415126,69.44309317,2456992.86813,0.0,0.05414,2.85384,6211.0,3.465887,1.1254035999999998,337.85366666666664,-5.977977777777778,13.0672,-3.09583,591.17,1.66332,12.413,10.621,14.3525,10.578,10.6,10.649,8.784,11.8176,11.437,0
EPIC 206468053.01,1.0,27.837146,5.149,2456986.245285,0.0,0.18816,7.4,4241.0,0.64,0.741,340.3502916666667,-5.493677777777778,-8.66272,-12.149,541.51,1.82079,18.127,13.383,19.9604,13.321,13.416,11.82,8.978,16.0496,16.049,0
EPIC 206535016.01,1.0,20.398071,2.57901435,2456996.36839,0.0,0.14428,1.5912000000000002,5199.0,0.777455,0.6443194,335.24016666666665,-4.139408333333334,-19.0325,15.4077,157.917,6.30453,12.862,10.019,15.052,9.967,10.003,10.057,8.265,11.8299,11.644,0
EPIC 206543223.01,1.0,17.81188,21.6,2456988.7754,0.0,2.00972,3.12,5554.0,0.93,0.7978,336.01120833333334,-3.954425,10.1947,-5.95408,241.84,4.10639,12.584,9.933,15.0197,9.91,9.973,9.866,8.72,11.6142,11.487,0
EPIC 208833261.01,1.0,3.47451,10.6,2456773.4783,0.0,0.8457399999999999,4.2,7143.0,1.83,1.0622,91.10829166666666,22.49945,1.42879,-5.97438,1490.49,0.642993,14.19,12.826,16.2147,12.78,12.802,12.487,8.53,14.269,15.5202,0
EPIC 210365511.01,1.0,3.951971,8.44551389,2457067.61666,0.0,0.10898,3.20208,4672.0,0.692034,1.1128,60.09250000000001,12.63382222222222,27.6709,-5.74657,274.9982,4.148066,14.172,9.842,16.3258,9.769,9.808,9.777,8.707,12.6531,12.439,0
EPIC 210401157.01,1.0,1.31559,102.0,2457065.96841,0.0,0.8183400000000001,1.8696,6721.0,2.3,1.0368,59.36629166666667,13.493680555555557,-6.92559,-8.26659,262.672,3.79482,10.979,9.109,30.0,9.042,9.055,9.03,8.409,10.4364,10.418,2
EPIC 210423938.01,1.0,19.860476,2.08349198,2457072.01609,0.0,0.45246,3.3236000000000003,4760.0,0.696718,1.026218,60.37241666666666,14.000133333333334,13.0385,-7.10919,148.954,6.6849,14.115,10.272,16.257,10.201,10.234,10.148,8.968,12.6611,12.655,0
EPIC 210513446.01,1.0,1.1489833,76.0,2457065.86784,0.0,0.8193199999999999,1.6296,5137.0,2.0,0.8646,58.01866666666667,15.635375,34.7672,14.6118,260.903,3.841642,14.941,11.191,16.3442,11.12,11.096,11.171,8.723,13.6704,13.618,2
EPIC 210559259.01,1.0,14.2683,9.538,2457063.4244,0.0,0.8183400000000001,3.38208,4955.0,0.6,0.8416,59.47591666666667,16.35752777777778,9.775,-36.9804,254.162,3.9059,15.076,11.323,16.5332,11.241,11.301,11.239,8.779,13.6004,13.699,0
EPIC 210605073.01,1.0,0.567055,16.22,2457127.43651,0.0,0.30662,1.7688959999999998,7020.0,1.42,1.41,65.62329166666666,17.03787777777778,1.03865,-3.56797,1629.15,0.499719,15.3116,10.9508,18.2146,10.862599999999995,10.8924,10.9024,8.456399999999999,17.8605,17.887,0
EPIC 210609658.01,1.0,14.145239,14.86409395,2457074.40556,0.0,1.05374,5.99136,5016.0,2.15381,0.8544,55.716875,17.101425000000003,4.49759,-19.4627,644.682,1.52254,14.133,10.079,16.294,9.994,10.047,10.053,8.621,12.5676,12.587,0
EPIC 210609658.01,1.0,14.14459,16.6,2457074.4139,0.0,1.05374,15.0288,5011.0,2.69,0.8544,55.716875,17.101425000000003,4.49759,-19.4627,644.682,1.52254,14.133,10.079,16.294,9.994,10.047,10.053,8.621,12.5676,12.587,0
EPIC 210629082.01,1.0,27.353103,3.05048319,2457086.01487,0.0,0.34642,2.7038400000000005,6148.0,1.448467,1.0938,57.266875,17.375486111111112,-15.0886,-10.3977,386.599,2.55836,12.156,9.817,15.944,9.742,9.775,9.727,8.923,11.6065,11.58,0
EPIC 210659688.01,1.0,2.35771,3.0,2457065.0207,0.0,0.52676,0.3504,3655.0,0.267,0.9392,55.58075000000001,17.800294444444447,57.2901,-76.7557,165.303,6.02358,19.555,12.694,20.9674,12.537,12.346,11.992,8.826,16.4023,16.499,0
EPIC 210708830.01,1.0,5.7408,1.0668,2457064.1694,0.0,1.32278,3.03328,5342.0,0.76,1.067,58.22629166666667,18.49018888888889,-1.78505,-12.3466,264.527,3.75171,14.395,11.137,16.1877,11.061,11.098,11.158,8.808,13.1907,13.262,0
EPIC 210744674.01,1.0,25.2208,65.0,2457065.92025,0.0,1.47812,3.23904,6257.0,1.41,1.214,65.859,19.027477777777776,-3.65463,-5.16601,537.214,1.83299,14.348,10.548,15.8304,10.435,10.441,10.528,8.597,12.9184,12.894,2
EPIC 210777017.01,1.0,11.37698,2.458,2457070.3337,0.0,0.1076,3.7536,4397.0,0.64,0.9378,59.88870833333333,19.519269444444443,39.509,-62.5753,220.327,4.50992,15.679,11.22,17.6964,11.127,11.193,10.993,8.416,13.891,13.968,0
EPIC 211309648.01,1.0,3.1393226,15.43,2458254.4841636,0.0,18.90896,4.212000000000001,6283.0,1.5,1.24,133.86658333333332,10.045311111111111,-3.72312,6.42724,910.734,1.06875,14.711,12.194,15.8496,12.172,12.224,12.246,8.785,13.7991,13.848,0
EPIC 211309648.01,1.0,3.139404,16.419,2458254.483371,0.0,23.773300000000003,4.3,5716.0,1.53,0.952,133.86658333333332,10.045311111111111,-3.72312,6.42724,910.734,1.06875,14.711,12.194,15.8496,12.172,12.224,12.246,8.785,13.7991,13.848,0
EPIC 211319779.01,1.0,13.8253157,3.3340000000000005,2458255.1814025,0.0,9.64974,2.43896,5163.0,0.75,0.78,127.1545,10.249488888888887,97.6445,-115.839,207.618,4.78825,13.712,10.71,15.7672,10.657,10.696,10.538,8.567,12.6606,12.64,0
EPIC 211321953.01,1.0,22.194346,3.174,2458252.392474,0.0,27.21384,4.8,5660.0,1.069,0.806,128.83258333333333,10.292197222222224,-15.3407,-16.0449,640.961,1.53144,14.616,12.222,16.0787,12.176,12.208,11.601,8.618,13.7611,13.598,0
EPIC 211336288.01,1.0,0.22181,1.13,2457177.09,0.0,0.1747399999999999,2.3236800000000004,3942.0,0.585409,0.576018,133.42345833333331,10.564383333333334,-34.8736,-24.1447,200.754,4.95255,16.604,11.657,18.5991,11.538,11.521,11.227,8.618,14.5583,14.611,0
EPIC 211342524.01,1.0,14.448767,44.2,2457149.36773,0.0,3.14202,3.7488,5905.128,1.36,1.086,128.09875,10.6772,14.8834,-8.38876,598.189,1.64339,13.048,10.977,15.1416,10.931,10.966,10.79,8.425,12.2951,12.406,0
EPIC 211357309.01,1.0,0.46395,0.85,2457201.45767,0.0,0.09972,1.524,3563.0,0.42,0.4556555999999999,133.23275,10.9452,25.8767,111.464,68.8807,14.489,15.484,9.885,17.299,9.8,9.72,9.603,8.568,13.0756,13.155,0
EPIC 211357309.01,1.0,0.46395,0.84,2457201.458,0.0,0.13212,1.524,3720.0,0.491813,0.489906,133.23275,10.9452,25.8767,111.464,68.8807,14.489,15.484,9.885,17.299,9.8,9.72,9.603,8.568,13.0756,13.155,0
EPIC 211393988.01,1.0,4.871902,15.383,2458254.734413,0.0,21.636640000000003,4.6,6466.0,1.817,1.564,133.81795833333334,11.548866666666669,0.158806,-3.10846,1425.02,0.670911,14.318,12.639,15.3272,12.632,12.631,12.083,8.71,13.7229,13.862,0
EPIC 211393988.01,1.0,4.8718955,14.64,2458254.7347162,0.0,22.723840000000003,3.13728,6972.0,1.82,1.53,133.81795833333334,11.548866666666669,0.158806,-3.10846,1425.02,0.670911,14.318,12.639,15.3272,12.632,12.631,12.083,8.71,13.7229,13.862,0
EPIC 211396431.01,1.0,8.514184,38.298,2458099.732356,0.0,23.302920000000004,11.0,4885.0,8.384,1.254,137.11595833333334,11.586627777777778,-6.01382,-0.997802,1396.27,0.682876,13.139,9.635,15.4272,9.534,9.578,9.506,8.868,11.7285,11.767,0
EPIC 211407755.01,1.0,36.0861607,6.583799999999999,2457160.2333494,0.0,0.8962199999999999,3.46656,4726.0,0.67,0.68,132.30362499999998,11.758933333333331,-87.2951,-101.883,307.603,3.22236,15.639,12.202,16.9634,12.107,12.134,12.167,8.522,14.4015,14.573,0
EPIC 211408558.01,1.0,9.967689,2.005,2458260.652617,0.0,12.88434,4.3,5882.0,1.031,1.103,129.3085,11.771669444444443,-17.0525,-1.66399,233.606,4.25234,12.0,10.039,14.7654,10.021,10.046,10.052,8.093,11.4706,11.511,0
EPIC 211413463.01,1.0,3.25182,33.2,2457143.93758,0.0,0.06708,2.7192,5226.096,0.63,1.1228426,128.91479166666667,11.843516666666668,-27.4266,-21.9501,956.304,1.01311,19.198,14.641,20.914,14.541,14.475,11.678,8.129,17.3562,17.303,0
EPIC 211418290.01,1.0,5.03207,36.70955114,2457141.80704,0.0,0.57684,4.010496000000001,5070.0,3.685008,0.8524,129.30220833333334,11.915741666666667,-0.670998,-4.37498,485.949,2.02939,12.175,9.755,15.2415,9.661,9.693,9.632,8.002,11.5115,11.504,0
EPIC 211436313.01,1.0,4.332837,2.263,2458097.8556,0.0,13.543760000000002,2.4,4768.0,0.725,0.942,137.49870833333333,12.19068888888889,-5.33912,-16.7261,331.583,2.98725,15.338,11.841,16.9591,11.77,11.848,11.838,8.993,13.9586,13.97,0
EPIC 211436876.01,1.0,1.1524,0.6746,2458252.1996,0.0,6.25908,5.62912,5992.0,1.057,0.992,127.727625,12.199047222222225,0.877755,-14.7678,374.534,2.64187,13.012,10.997,15.2605,10.963,11.024,11.2,8.668,12.2887,12.302,0
EPIC 211438731.01,1.0,20.486455,2.762,2458098.194132,0.0,13.44804,2.0,3664.0,0.371,0.357,134.39366666666666,12.227036111111111,-2.81824,-50.1779,100.735,9.899,18.249,11.547,19.5843,11.432,11.287,11.188,8.688,15.2077,14.479,0
EPIC 211439059.01,1.0,18.645046,1.8,2457146.51059,0.0,0.0514799999999999,5.0592,5331.55,0.84,0.8019999999999999,131.9735,12.231786111111113,-0.73872,-27.6158,297.8,3.5123240000000004,14.049,11.175,15.5155,11.12,11.193,11.042,8.574,13.0279,13.075,0
EPIC 211451776.01,1.0,12.17682,2.244,2458104.404755,0.0,13.583100000000002,2.9,4477.0,0.637,0.812,133.87270833333332,12.426952777777776,-26.006,-50.3876,235.135,4.22445,15.299,11.478,17.0034,11.454,11.505,11.498,8.536,13.8524,13.87,0
EPIC 211506851.01,1.0,10.542179,3.123,2458260.378669,0.0,7.004300000000001,3.3,5441.0,0.916,0.81,129.25579166666665,13.235933333333332,-0.452965,-15.4483,394.341,2.50716,14.023,11.541,15.6871,11.515,11.567,11.734,7.912,13.1276,13.453,0
EPIC 211537087.02,1.0,42.3822512,2.58,2458253.0192397,0.0,15.6428,2.0304,5568.0,0.86,0.9,128.32191666666668,13.661375,11.5279,-21.9804,355.54,2.78398,14.052,11.508,15.3195,11.497,11.538,11.158,8.623,13.148,13.438,0
EPIC 211537087.03,1.0,41.9,2.28,2458259.997444,0.0,15.6428,2.414,5568.0,0.86,0.9,128.32191666666668,13.661375,11.5279,-21.9804,355.54,2.78398,14.052,11.508,15.3195,11.497,11.538,11.158,8.623,13.148,13.438,0
EPIC 211572480.01,1.0,6.2043,1.8527,2458254.2436,0.0,6.66866,5.444799999999999,5737.0,0.9974,0.8958,124.745375,14.15680277777778,5.72479,-6.8229,577.993,1.7924319999999998,14.733,12.146,15.848,12.091,12.129,11.935,8.664,13.7468,14.1,2
EPIC 211578235.01,1.0,11.007537,41.5,2457147.97922,0.0,0.35274,1.5408,5833.589999999999,0.94,1.0958,135.061375,14.23753611111111,-12.2831,-3.63215,763.08,1.28152,15.328,12.5,16.4698,12.517,12.57,12.027,8.879,14.3314,14.33,0
EPIC 211590050.01,1.0,26.0,10.48,2458275.4009415,0.0,18.817860000000003,2.52336,6414.0,1.57,1.29,135.080375,14.404258333333331,3.83611,-5.15812,866.259,1.12528,14.029,11.958,15.0626,11.918,11.956,12.264,8.832,13.3081,13.317,0
EPIC 211606790.01,1.0,37.246869,23.8036385,2457150.08969,0.0,0.52708,5.737920000000001,5445.0,1.475643,1.43341,137.14441666666667,14.630783333333332,-0.663338,-23.5765,431.458,2.28957,12.997,10.398,15.3364,10.326,10.374,10.327,8.546,12.0575,12.673,0
EPIC 211644764.01,1.0,23.5306712,9.25,2458268.7199786,0.0,17.05032,2.52336,6688.0,1.9,1.48,127.68691666666668,15.162597222222225,-9.22427,3.73018,980.582,0.990212,13.617,11.878,15.079,11.846,11.874,11.792,8.914,13.0344,13.105,0
EPIC 211679060.01,1.0,12.601781,2.788,2458257.090664,0.0,15.0347,3.4,5791.0,1.088,0.803,134.24883333333332,15.633277777777778,-14.8319,-3.31124,651.939,1.50507,14.463,12.188,15.5863,12.178,12.205,12.143,8.937,13.6743,13.653,0
EPIC 211685045.01,1.0,0.769057,2.06,2457201.38352,0.0,0.30252,2.6184000000000003,3832.0,0.54,0.5522684,123.35954166666666,15.71369722222222,-18.7031,-17.5244,201.71,4.92946,15.152,11.969,19.2755,11.87,11.8,12.221,8.270001,15.0987,14.984,0
EPIC 211705502.01,1.0,2.5819,1.9422,2458251.7764,0.0,31.15398,3.68176,5825.2,2.4896000000000003,1.1346,124.49258333333331,15.987916666666663,-6.57744,0.219515,774.157,1.26287,13.912,11.853,15.1858,11.76,11.786,12.013,8.64,13.2136,13.216,2
EPIC 211705502.01,1.0,2.5844972,10.29,2458254.347906,0.0,14.05204,2.41536,6471.0,1.39,1.26,124.49258333333331,15.987916666666663,-6.57744,0.219515,774.157,1.26287,13.912,11.853,15.1858,11.76,11.786,12.013,8.64,13.2136,13.216,2
